nrg_cons,nrg_prc,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH_LE15000,NRG_SUP,PPS,LU	0.0354 	0.0346 	0.0363 	0.0388 	0.0466 	0.0454 	0.0475 	0.0423 	0.0422 	0.0439 	0.0267 	0.0181 
KWH_LE15000,NRG_SUP,PPS,LV	0.0675 	0.0666 	0.0739 	0.0779 	0.0582 	0.0496 	0.0702 	0.0953 	0.0745 	0.0723 	0.0689 	0.0538 
KWH_LE15000,NRG_SUP,PPS,ME	0.0808 	0.0778 	0.0804 	0.0778 	0.0738 	0.0714 	0.0753 	0.0705 	: 	: 	: 	: 
KWH_LE15000,NRG_SUP,PPS,MK	0.1146 	0.1175 	0.1066 	0.1608 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,NRG_SUP,PPS,MT	0.3582 	0.3835 	0.4397 	0.3829 	0.4339 	0.4297 	0.4121 	0.4339 	0.4747 	0.2478 	0.2305 	0.1589 
KWH_LE15000,NRG_SUP,PPS,NL	: u	: u	0.0490 	0.0522 	0.0595 	0.0636 	0.0676 	0.0666 	0.0659 	0.0801 	: 	: 
KWH_LE15000,NRG_SUP,PPS,NO	0.0348 	0.0248 	0.0262 	0.0183 	0.0253 	0.0283 	0.0215 	0.0291 	0.0350 	0.0271 	0.0394 	0.0243 
KWH_LE15000,NRG_SUP,PPS,PL	0.0746 	0.0811 	0.1031 	0.1027 	0.1012 	0.1046 	0.1111 	0.1047 	0.1018 	0.0933 	0.0729 	0.0559 
KWH_LE15000,NRG_SUP,PPS,PT	0.0644 	0.0701 	0.0864 	0.0870 	0.0914 	0.0939 	0.0830 	0.0667 	0.0644 	0.0878 	0.0700 	: 
KWH_LE15000,NRG_SUP,PPS,RO	0.1075 	0.0875 	0.0836 	0.0798 	0.0692 	0.0656 	0.0549 	0.0644 	0.0584 	0.0549 	0.0721 	0.0766 
KWH_LE15000,NRG_SUP,PPS,RS	0.0931 	0.0905 	0.0932 	0.0881 	0.0783 	0.0920 	: 	: 	: 	: 	: 	: 
KWH_LE15000,NRG_SUP,PPS,SE	0.0391 	0.0279 	0.0340 	0.0295 	0.0353 	0.0401 	0.0416 	0.0462 	0.0496 	0.0449 	0.0508 	0.0420 
KWH_LE15000,NRG_SUP,PPS,SI	0.0624 	0.0631 	0.0677 	0.0689 	0.0699 	0.0720 	0.0723 	0.0692 	0.0712 	0.0710 	0.0621 	: 
KWH_LE15000,NRG_SUP,PPS,SK	0.0574 	0.0509 	0.0700 	0.0715 	0.0773 	0.0886 	0.0931 	0.0899 	0.0975 	0.1005 	0.0791 	0.0626 
KWH_LE15000,NRG_SUP,PPS,TR	0.1362 	0.1218 	0.1327 	0.1259 	0.1323 	0.1360 	0.1374 	0.1176 	0.1438 	0.1408 	0.1399 	: 
KWH_LE15000,NRG_SUP,PPS,UK	0.0732 	0.0652 	0.0834 	0.0869 	0.1052 	0.1063 	0.0987 	0.0913 	: 	0.0803 	0.0864 	: 
KWH_LE15000,OTH,EUR,AT	0.0010 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,BE	0.0207 	0.0430 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,CY	0.0008 	0.0007 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,DK	: 	: 	0.1395 d	0.1474 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,EA	0.0326 	0.0332 	0.1011 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,EL	0.0601 	0.0400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,ES	0.0072 d	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,EU28	0.0269 	0.0240 	0.1064 	0.1474 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,IE	0.0036 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,IS	0.0023 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,IT	0.0744 d	0.0770 d	0.1011 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,PL	0.0003 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,PT	0.0109 	0.0123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,RS	0.0050 	0.0046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,TR	0.0034 	0.0040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,EUR,UK	0.0253 	0.0140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,AT	0.0010 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,BE	0.0207 	0.0430 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,CY	0.0008 	0.0007 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,DK	: 	: 	1.0379 d	1.0998 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,EL	0.0601 	0.0400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,ES	0.0072 d	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,IE	0.0036 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,IS	0.3000 	0.3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,IT	0.0744 d	0.0770 d	0.1011 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,PL	0.0014 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,PT	0.0109 	0.0123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,RS	0.5893 	0.5479 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,TR	0.0218 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,NAT,UK	0.0225 	0.0125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,AT	0.0009 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,BE	0.0187 	0.0394 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,CY	0.0009 	0.0008 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,DK	: 	: 	0.1038 d	0.1133 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,EL	0.0731 	0.0487 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,ES	0.0080 d	0.0074 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,IE	0.0032 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,IS	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,IT	0.0752 d	0.0784 d	0.1030 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,PL	0.0006 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,PT	0.0134 	0.0154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,RS	0.0102 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,TR	0.0109 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,OTH,PPS,UK	0.0229 	0.0131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,BE	0.0011 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,CY	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,EA	0.0028 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,EU28	0.0022 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,FR	0.0027 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,IE	0.0009 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,ME	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,PL	0.0030 	0.0050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,PT	0.0105 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,EUR,UK	0.0009 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,BE	0.0011 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,CY	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,FR	0.0027 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,IE	0.0009 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,ME	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,PL	0.0131 	0.0213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,PT	0.0105 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,NAT,UK	0.0008 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,BE	0.0010 	0.0008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,CY	0.0075 	0.0076 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,FR	0.0025 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,IE	0.0008 	0.0007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,LT	0.0035 	0.0054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,ME	0.0004 	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,PL	0.0053 	0.0086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,PT	0.0129 	0.0131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_CAP,PPS,UK	0.0008 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,AT	0.0150 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,BE	0.0022 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,CY	0.0077 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,CZ	0.0012 	0.0012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,DK	0.0708 	0.0682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,EA	0.0255 	0.0258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,EE	0.0045 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,EU28	0.0186 	0.0183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,FI	0.0224 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,FR	0.0317 	0.0316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,IE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,LU	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,MT	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,NL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,NO	0.0180 	0.0179 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,PL	0.0105 	0.0091 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,PT	0.0010 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,RO	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,SE	0.0305 	0.0289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,SI	0.0030 	0.0031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,EUR,UK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,AT	0.0150 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,BE	0.0022 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,CY	0.0077 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,CZ	0.0300 	0.0300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,DK	0.5284 	0.5072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,EE	0.0045 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,FI	0.0224 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,FR	0.0317 	0.0316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,IE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,LU	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,MT	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,NL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,NO	0.1725 	0.1698 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,PL	0.0451 	0.0387 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,PT	0.0010 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,RO	0.0047 	0.0048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,SE	0.3158 	0.2798 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,SI	0.0030 	0.0031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,NAT,UK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,AT	0.0136 	0.0138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,BE	0.0020 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,CY	0.0086 	0.0031 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,CZ	0.0017 	0.0017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,DK	0.0531 	0.0507 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,EE	0.0059 	0.0061 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,FI	0.0180 	0.0180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,FR	0.0289 	0.0288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,IE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,LU	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,MT	0.0018 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,NL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,NO	0.0123 	0.0123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,PL	0.0182 	0.0157 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,PT	0.0012 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,RO	0.0020 	0.0021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,SE	0.0252 	0.0227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,SI	0.0036 	0.0038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_ENV,PPS,UK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,AL	0.0152 	0.0143 	0.0139 	0.0137 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,AT	0.0564 	0.0579 	0.0565 	0.0537 	0.0556 	0.0555 	0.0500 	0.0418 	0.0435 	0.0435 	0.0422 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,BA	0.0126 	0.0122 	0.0104 	0.0101 	: 	0.0100 	0.0102 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,BE	0.0732 	0.0951 	0.0813 	0.0439 	0.0271 	0.0455 	0.0418 	0.0431 	0.0434 	0.0383 	0.0462 	0.0596 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,BG	0.0164 	0.0160 	0.0154 	0.0160 	0.0142 	0.0149 	0.0160 	0.0144 	0.0138 	0.0138 	0.0148 	0.0120 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,CY	0.0536 	0.0473 d	0.0332 	0.0370 	0.0434 	0.0446 	0.0490 	0.0373 	0.0330 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,CZ	0.0415 	0.0394 	0.0192 	0.0177 	0.0174 	0.0213 	0.0203 	0.0193 	0.0181 	0.0179 	0.0166 	0.0117 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,DE	: 	: 	0.1472 	0.1426 	0.1439 	0.1355 	0.1173 	0.1071 	0.0955 	0.0868 	0.0789 	0.0761 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,DK	0.1340 	0.1337 	0.1395 	0.1474 	0.1458 	0.1366 	0.1720 	0.1587 	0.1428 	0.1467 	0.1399 	0.1255 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,EA	0.0671 	0.0652 	0.0851 	0.0840 	0.0810 	0.0753 	0.0694 	0.0700 	0.0611 	0.0583 	0.0550 	0.0645 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,EE	0.0338 	0.0339 	0.0266 	0.0340 	0.0322 	0.0327 	0.0311 	0.0265 	0.0281 	0.0205 	0.0164 	0.0109 
